Revocacao;Precisao
0;0.9831649831649831
0.1;0.4677726884040011
0.2;0.23847519438155015
0.3;0.13640887674047056
0.4;0.14060939495645444
0.5;0.17218876901797595
0.6;0.08021509474382185
0.7;0.07956654285226733
0.8;0.043618383630479506
0.9;0.03891792694902024
1;0.024031091504010706
