Revocacao;Precisao
0;3.0033574198659587
0.1;0.12398544774644495
0.2;0.0904552014869691
0.3;0.03427736380755439
0.4;0.029624979959363175
0.5;0.020436866753363214
0.6;0.019668214656478247
0.7;0.013966783673855366
0.8;0.013350694041942994
0.9;0.010888224421938174
1;0.01112407366806887
